location_id,latitude,longitude,date,month,season,hour,outdoor_temperature_C,wind_speed_mps,thermal_mass_MJ_m3K,insulation_r_value_m2K_W,glazing,GHI_W_m2,best_shelter_material,indoor_temperature_C
LAD-057,32.492,77.514,2025-06-06,6,Summer,0,-1.320,2.190,2.567,3.766,0.430,0.000,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,18.190
LAD-057,32.492,77.514,2025-06-06,6,Summer,1,-3.060,1.650,2.288,5.397,0.403,0.000,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,18.880
LAD-057,32.492,77.514,2025-06-06,6,Summer,2,-3.160,1.630,2.549,6.789,0.518,0.000,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,20.190
LAD-057,32.492,77.514,2025-06-06,6,Summer,3,-1.910,1.420,2.139,5.208,0.301,0.000,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,18.720
LAD-057,32.492,77.514,2025-06-06,6,Summer,4,-2.220,1.800,2.436,4.380,0.480,0.000,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,18.380
LAD-057,32.492,77.514,2025-06-06,6,Summer,5,0.490,1.660,2.013,2.721,0.233,11.900,Rammed earth thermal mass with adjustable cross-ventilation flaps and external fabric solar shading,17.280
LAD-057,32.492,77.514,2025-06-06,6,Summer,6,1.010,1.960,2.344,6.196,0.501,10.100,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,19.940
LAD-057,32.492,77.514,2025-06-06,6,Summer,7,5.230,1.820,2.182,3.430,0.672,162.000,Sun-dried adobe bricks with 10cm straw-clay exterior jacket insulation and direct solar-gain south windows,20.400
LAD-057,32.492,77.514,2025-06-06,6,Summer,8,6.630,2.070,2.743,2.580,0.328,286.300,High-thermal-mass adobe walls with deep window overhangs for shading; active night-purge cross ventilation,19.370
LAD-057,32.492,77.514,2025-06-06,6,Summer,9,8.320,2.040,1.939,3.662,0.515,462.600,Rammed earth thermal mass with adjustable cross-ventilation flaps and external fabric solar shading,21.090
LAD-057,32.492,77.514,2025-06-06,6,Summer,10,11.000,1.300,2.133,4.482,0.532,597.300,Sun-dried adobe bricks with 10cm straw-clay exterior jacket insulation and direct solar-gain south windows,25.220
LAD-057,32.492,77.514,2025-06-06,6,Summer,11,11.430,1.620,1.973,5.885,0.285,734.200,Sun-dried adobe bricks with 10cm straw-clay exterior jacket insulation and direct solar-gain south windows,23.950
LAD-057,32.492,77.514,2025-06-06,6,Summer,12,13.940,1.510,2.107,4.353,0.463,579.200,Sun-dried adobe bricks with 10cm straw-clay exterior jacket insulation and direct solar-gain south windows,24.680
LAD-057,32.492,77.514,2025-06-06,6,Summer,13,15.140,1.680,2.493,3.319,0.326,718.200,High-thermal-mass adobe walls with deep window overhangs for shading; active night-purge cross ventilation,21.430
LAD-057,32.492,77.514,2025-06-06,6,Summer,14,15.840,2.470,2.605,5.633,0.445,656.100,Sun-dried adobe bricks with 10cm straw-clay exterior jacket insulation and direct solar-gain south windows,26.050
LAD-057,32.492,77.514,2025-06-06,6,Summer,15,14.940,3.450,2.404,4.709,0.404,498.200,High-thermal-mass adobe walls with deep window overhangs for shading; active night-purge cross ventilation,21.490
LAD-057,32.492,77.514,2025-06-06,6,Summer,16,13.730,3.100,2.135,3.634,0.452,333.800,Rammed earth thermal mass with adjustable cross-ventilation flaps and external fabric solar shading,20.820
LAD-057,32.492,77.514,2025-06-06,6,Summer,17,13.050,3.580,1.832,5.329,0.663,172.400,Sun-dried adobe bricks with 10cm straw-clay exterior jacket insulation and direct solar-gain south windows,22.140
LAD-057,32.492,77.514,2025-06-06,6,Summer,18,10.640,3.510,2.375,5.948,0.397,11.100,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,20.620
LAD-057,32.492,77.514,2025-06-06,6,Summer,19,7.290,3.820,2.678,3.505,0.529,0.000,Rammed earth thermal mass with adjustable cross-ventilation flaps and external fabric solar shading,19.150
LAD-057,32.492,77.514,2025-06-06,6,Summer,20,5.970,3.710,2.351,6.664,0.400,0.000,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,20.540
LAD-057,32.492,77.514,2025-06-06,6,Summer,21,4.680,3.820,2.316,2.738,0.380,0.000,Rammed earth thermal mass with adjustable cross-ventilation flaps and external fabric solar shading,18.090
LAD-057,32.492,77.514,2025-06-06,6,Summer,22,1.010,4.200,2.328,2.743,0.402,0.000,Rammed earth thermal mass with adjustable cross-ventilation flaps and external fabric solar shading,17.510
LAD-057,32.492,77.514,2025-06-06,6,Summer,23,-0.440,2.440,1.887,3.792,0.381,0.000,Rammed earth thermal mass with adjustable cross-ventilation flaps and external fabric solar shading,17.690
LAD-058,32.847,78.988,2025-06-07,6,Summer,0,-2.320,1.940,2.587,3.487,0.406,0.000,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,17.880
LAD-058,32.847,78.988,2025-06-07,6,Summer,1,-1.280,1.760,2.555,4.703,0.240,0.000,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,18.830
LAD-058,32.847,78.988,2025-06-07,6,Summer,2,-3.000,1.290,2.232,2.960,0.469,0.000,Rammed earth thermal mass with adjustable cross-ventilation flaps and external fabric solar shading,17.060
LAD-058,32.847,78.988,2025-06-07,6,Summer,3,-0.640,1.830,2.567,6.725,0.232,0.000,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,20.330
LAD-058,32.847,78.988,2025-06-07,6,Summer,4,0.520,3.720,2.676,3.687,0.390,0.000,High-thermal-mass adobe walls with deep window overhangs for shading; active night-purge cross ventilation,18.400
LAD-058,32.847,78.988,2025-06-07,6,Summer,5,-0.480,1.480,2.439,5.115,0.329,9.400,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,19.130
LAD-058,32.847,78.988,2025-06-07,6,Summer,6,1.700,1.270,2.586,5.264,0.402,9.200,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,19.600
LAD-058,32.847,78.988,2025-06-07,6,Summer,7,3.210,2.290,2.408,6.377,0.465,164.000,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,21.140
LAD-058,32.847,78.988,2025-06-07,6,Summer,8,6.500,1.430,2.233,5.354,0.461,357.400,Sun-dried adobe bricks with 10cm straw-clay exterior jacket insulation and direct solar-gain south windows,22.600
LAD-058,32.847,78.988,2025-06-07,6,Summer,9,8.880,4.110,2.439,4.656,0.521,417.600,Sun-dried adobe bricks with 10cm straw-clay exterior jacket insulation and direct solar-gain south windows,23.470
LAD-058,32.847,78.988,2025-06-07,6,Summer,10,11.210,1.260,2.373,4.213,0.386,541.100,Sun-dried adobe bricks with 10cm straw-clay exterior jacket insulation and direct solar-gain south windows,23.430
LAD-058,32.847,78.988,2025-06-07,6,Summer,11,13.410,2.140,2.465,2.987,0.376,699.700,High-thermal-mass adobe walls with deep window overhangs for shading; active night-purge cross ventilation,21.310
LAD-058,32.847,78.988,2025-06-07,6,Summer,12,14.030,1.870,2.684,3.594,0.322,641.100,High-thermal-mass adobe walls with deep window overhangs for shading; active night-purge cross ventilation,21.340
LAD-058,32.847,78.988,2025-06-07,6,Summer,13,15.430,1.860,2.502,4.326,0.526,690.500,Sun-dried adobe bricks with 10cm straw-clay exterior jacket insulation and direct solar-gain south windows,26.690
LAD-058,32.847,78.988,2025-06-07,6,Summer,14,15.350,2.130,2.242,4.117,0.465,501.000,Sun-dried adobe bricks with 10cm straw-clay exterior jacket insulation and direct solar-gain south windows,24.250
LAD-058,32.847,78.988,2025-06-07,6,Summer,15,15.210,2.650,2.677,3.131,0.330,493.400,High-thermal-mass adobe walls with deep window overhangs for shading; active night-purge cross ventilation,20.910
LAD-058,32.847,78.988,2025-06-07,6,Summer,16,13.990,4.320,2.569,3.991,0.463,301.700,High-thermal-mass adobe walls with deep window overhangs for shading; active night-purge cross ventilation,20.690
LAD-058,32.847,78.988,2025-06-07,6,Summer,17,13.500,4.440,1.991,4.048,0.328,154.400,High-thermal-mass adobe walls with deep window overhangs for shading; active night-purge cross ventilation,19.710
LAD-058,32.847,78.988,2025-06-07,6,Summer,18,9.370,3.490,2.247,2.925,0.404,9.100,Rammed earth thermal mass with adjustable cross-ventilation flaps and external fabric solar shading,18.920
LAD-058,32.847,78.988,2025-06-07,6,Summer,19,8.220,4.480,2.851,5.352,0.525,0.000,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,20.360
LAD-058,32.847,78.988,2025-06-07,6,Summer,20,7.600,4.510,2.547,4.368,0.382,0.000,High-thermal-mass adobe walls with deep window overhangs for shading; active night-purge cross ventilation,19.510
LAD-058,32.847,78.988,2025-06-07,6,Summer,21,3.270,5.130,2.500,2.729,0.430,0.000,Rammed earth thermal mass with adjustable cross-ventilation flaps and external fabric solar shading,17.920
LAD-058,32.847,78.988,2025-06-07,6,Summer,22,2.190,2.910,2.957,3.381,0.486,0.000,Rammed earth thermal mass with adjustable cross-ventilation flaps and external fabric solar shading,18.710
LAD-058,32.847,78.988,2025-06-07,6,Summer,23,-0.450,2.530,2.400,3.828,0.465,0.000,Rammed earth thermal mass with adjustable cross-ventilation flaps and external fabric solar shading,18.180
LAD-059,32.349,77.871,2025-06-08,6,Summer,0,0.210,2.490,2.443,4.651,0.412,0.000,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,18.860
LAD-059,32.349,77.871,2025-06-08,6,Summer,1,-1.210,1.660,2.500,6.536,0.429,0.000,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,20.090
LAD-059,32.349,77.871,2025-06-08,6,Summer,2,-2.670,1.290,2.009,3.742,0.409,0.000,Rammed earth thermal mass with adjustable cross-ventilation flaps and external fabric solar shading,17.450
LAD-059,32.349,77.871,2025-06-08,6,Summer,3,-2.380,1.400,2.554,5.865,0.534,0.000,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,19.560
LAD-059,32.349,77.871,2025-06-08,6,Summer,4,-0.950,2.070,2.541,5.705,0.436,0.000,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,19.560
LAD-059,32.349,77.871,2025-06-08,6,Summer,5,0.570,1.630,2.263,3.484,0.452,8.600,Rammed earth thermal mass with adjustable cross-ventilation flaps and external fabric solar shading,18.010
LAD-059,32.349,77.871,2025-06-08,6,Summer,6,1.860,2.250,2.200,4.795,0.544,10.900,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,18.990
LAD-059,32.349,77.871,2025-06-08,6,Summer,7,4.660,1.700,2.076,5.805,0.338,157.900,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,20.410
LAD-059,32.349,77.871,2025-06-08,6,Summer,8,6.620,1.600,2.304,3.555,0.431,292.100,Rammed earth thermal mass with adjustable cross-ventilation flaps and external fabric solar shading,20.040
LAD-059,32.349,77.871,2025-06-08,6,Summer,9,8.090,1.670,1.647,3.022,0.306,429.600,Rammed earth thermal mass with adjustable cross-ventilation flaps and external fabric solar shading,19.580
LAD-059,32.349,77.871,2025-06-08,6,Summer,10,11.200,1.250,1.987,5.293,0.437,487.100,Sun-dried adobe bricks with 10cm straw-clay exterior jacket insulation and direct solar-gain south windows,23.730
LAD-059,32.349,77.871,2025-06-08,6,Summer,11,12.860,3.070,2.510,4.768,0.444,684.200,Sun-dried adobe bricks with 10cm straw-clay exterior jacket insulation and direct solar-gain south windows,25.530
LAD-059,32.349,77.871,2025-06-08,6,Summer,12,14.880,3.520,2.244,3.868,0.539,720.500,Sun-dried adobe bricks with 10cm straw-clay exterior jacket insulation and direct solar-gain south windows,26.690
LAD-059,32.349,77.871,2025-06-08,6,Summer,13,15.620,1.890,2.407,5.081,0.412,649.100,Sun-dried adobe bricks with 10cm straw-clay exterior jacket insulation and direct solar-gain south windows,25.300
LAD-059,32.349,77.871,2025-06-08,6,Summer,14,14.850,2.580,1.641,3.512,0.432,652.300,Rammed earth thermal mass with adjustable cross-ventilation flaps and external fabric solar shading,21.890
LAD-059,32.349,77.871,2025-06-08,6,Summer,15,15.910,2.500,2.130,2.874,0.408,492.300,High-thermal-mass adobe walls with deep window overhangs for shading; active night-purge cross ventilation,20.910
LAD-059,32.349,77.871,2025-06-08,6,Summer,16,14.360,3.080,2.225,2.654,0.461,386.400,Rammed earth thermal mass with adjustable cross-ventilation flaps and external fabric solar shading,20.820
LAD-059,32.349,77.871,2025-06-08,6,Summer,17,11.580,3.870,2.527,5.601,0.375,198.700,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,21.330
LAD-059,32.349,77.871,2025-06-08,6,Summer,18,10.620,3.580,2.692,6.193,0.591,11.600,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,20.970
LAD-059,32.349,77.871,2025-06-08,6,Summer,19,8.170,3.610,2.660,5.725,0.405,0.000,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,20.440
LAD-059,32.349,77.871,2025-06-08,6,Summer,20,5.550,3.660,2.415,5.787,0.500,0.000,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,20.050
LAD-059,32.349,77.871,2025-06-08,6,Summer,21,4.250,3.410,2.441,2.405,0.388,0.000,Rammed earth thermal mass with adjustable cross-ventilation flaps and external fabric solar shading,17.960
LAD-059,32.349,77.871,2025-06-08,6,Summer,22,3.100,3.860,2.607,2.604,0.411,0.000,Rammed earth thermal mass with adjustable cross-ventilation flaps and external fabric solar shading,18.000
LAD-059,32.349,77.871,2025-06-08,6,Summer,23,0.300,2.980,2.350,4.833,0.330,0.000,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,18.890
LAD-060,33.274,76.925,2025-06-09,6,Summer,0,-1.310,2.800,2.248,5.931,0.581,0.000,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,19.390
LAD-060,33.274,76.925,2025-06-09,6,Summer,1,-1.360,2.530,2.593,4.622,0.243,0.000,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,18.800
LAD-060,33.274,76.925,2025-06-09,6,Summer,2,-3.360,1.380,2.752,5.756,0.563,0.000,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,19.600
LAD-060,33.274,76.925,2025-06-09,6,Summer,3,-1.420,1.430,2.479,4.593,0.222,0.000,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,18.670
LAD-060,33.274,76.925,2025-06-09,6,Summer,4,-1.730,1.470,1.691,2.523,0.504,0.000,Rammed earth thermal mass with adjustable cross-ventilation flaps and external fabric solar shading,16.450
LAD-060,33.274,76.925,2025-06-09,6,Summer,5,1.320,2.880,2.676,5.144,0.614,11.800,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,19.590
LAD-060,33.274,76.925,2025-06-09,6,Summer,6,1.740,1.280,2.998,5.665,0.411,9.500,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,20.240
LAD-060,33.274,76.925,2025-06-09,6,Summer,7,4.810,2.070,2.203,6.522,0.307,194.200,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,21.050
LAD-060,33.274,76.925,2025-06-09,6,Summer,8,7.430,1.440,2.641,4.414,0.239,388.000,High-thermal-mass adobe walls with deep window overhangs for shading; active night-purge cross ventilation,20.360
LAD-060,33.274,76.925,2025-06-09,6,Summer,9,9.350,1.520,2.191,3.584,0.406,401.200,Rammed earth thermal mass with adjustable cross-ventilation flaps and external fabric solar shading,20.690
LAD-060,33.274,76.925,2025-06-09,6,Summer,10,12.560,1.350,2.622,3.809,0.333,560.200,High-thermal-mass adobe walls with deep window overhangs for shading; active night-purge cross ventilation,21.130
LAD-060,33.274,76.925,2025-06-09,6,Summer,11,13.480,1.900,2.231,3.567,0.258,665.100,High-thermal-mass adobe walls with deep window overhangs for shading; active night-purge cross ventilation,20.780
LAD-060,33.274,76.925,2025-06-09,6,Summer,12,13.260,2.160,2.118,3.425,0.722,620.200,Sun-dried adobe bricks with 10cm straw-clay exterior jacket insulation and direct solar-gain south windows,27.290
LAD-060,33.274,76.925,2025-06-09,6,Summer,13,14.270,1.750,2.751,4.303,0.480,618.900,Sun-dried adobe bricks with 10cm straw-clay exterior jacket insulation and direct solar-gain south windows,25.550
LAD-060,33.274,76.925,2025-06-09,6,Summer,14,14.080,2.250,1.854,3.499,0.471,605.300,Rammed earth thermal mass with adjustable cross-ventilation flaps and external fabric solar shading,21.960
LAD-060,33.274,76.925,2025-06-09,6,Summer,15,15.450,3.310,2.347,4.181,0.353,550.200,High-thermal-mass adobe walls with deep window overhangs for shading; active night-purge cross ventilation,21.270
LAD-060,33.274,76.925,2025-06-09,6,Summer,16,14.420,2.990,2.319,6.123,0.354,296.600,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,22.020
LAD-060,33.274,76.925,2025-06-09,6,Summer,17,12.220,4.110,2.671,4.573,0.418,195.500,High-thermal-mass adobe walls with deep window overhangs for shading; active night-purge cross ventilation,20.490
LAD-060,33.274,76.925,2025-06-09,6,Summer,18,11.090,4.290,2.100,4.406,0.311,10.800,High-thermal-mass adobe walls with deep window overhangs for shading; active night-purge cross ventilation,19.690
LAD-060,33.274,76.925,2025-06-09,6,Summer,19,8.600,4.630,2.830,5.617,0.445,0.000,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,20.510
LAD-060,33.274,76.925,2025-06-09,6,Summer,20,6.450,3.570,2.459,6.062,0.333,0.000,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,20.330
LAD-060,33.274,76.925,2025-06-09,6,Summer,21,4.080,4.960,2.268,3.484,0.606,0.000,Rammed earth thermal mass with adjustable cross-ventilation flaps and external fabric solar shading,18.310
LAD-060,33.274,76.925,2025-06-09,6,Summer,22,2.110,2.920,2.592,5.072,0.554,0.000,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,19.460
LAD-060,33.274,76.925,2025-06-09,6,Summer,23,0.910,2.500,2.058,3.529,0.320,0.000,Rammed earth thermal mass with adjustable cross-ventilation flaps and external fabric solar shading,17.870
LAD-061,33.483,76.662,2025-06-10,6,Summer,0,-1.370,2.480,2.715,3.225,0.500,0.000,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,17.950
LAD-061,33.483,76.662,2025-06-10,6,Summer,1,-2.310,3.000,2.362,5.220,0.235,0.000,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,18.880
LAD-061,33.483,76.662,2025-06-10,6,Summer,2,-0.970,2.300,2.628,5.645,0.425,0.000,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,19.600
LAD-061,33.483,76.662,2025-06-10,6,Summer,3,-1.850,1.670,2.640,6.079,0.418,0.000,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,19.850
LAD-061,33.483,76.662,2025-06-10,6,Summer,4,-1.090,1.660,2.403,5.054,0.305,0.000,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,18.950
LAD-061,33.483,76.662,2025-06-10,6,Summer,5,1.940,1.550,2.189,6.518,0.429,11.200,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,20.090
LAD-061,33.483,76.662,2025-06-10,6,Summer,6,2.450,2.280,2.383,4.609,0.432,10.800,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,19.090
LAD-061,33.483,76.662,2025-06-10,6,Summer,7,3.990,1.410,2.403,4.442,0.632,205.200,Sun-dried adobe bricks with 10cm straw-clay exterior jacket insulation and direct solar-gain south windows,21.340
LAD-061,33.483,76.662,2025-06-10,6,Summer,8,8.340,1.850,2.026,4.121,0.360,287.300,Rammed earth thermal mass with adjustable cross-ventilation flaps and external fabric solar shading,20.160
LAD-061,33.483,76.662,2025-06-10,6,Summer,9,8.620,1.310,1.934,6.226,0.426,456.500,Stabilized Rammed Earth + Straw-Clay cavity insulation; south Trombe wall with double low-E glazing,22.980
LAD-061,33.483,76.662,2025-06-10,6,Summer,10,10.870,1.540,2.065,5.019,0.498,489.000,Sun-dried adobe bricks with 10cm straw-clay exterior jacket insulation and direct solar-gain south windows,24.140
LAD-061,33.483,76.662,2025-06-10,6,Summer,11,12.450,4.200,2.059,4.395,0.526,684.100,Sun-dried adobe bricks with 10cm straw-clay exterior jacket insulation and direct solar-gain south windows,25.950
LAD-061,33.483,76.662,2025-06-10,6,Summer,12,14.690,1.690,2.123,5.225,0.328,565.700,Sun-dried adobe bricks with 10cm straw-clay exterior jacket insulation and direct solar-gain south windows,23.710
LAD-061,33.483,76.662,2025-06-10,6,Summer,13,15.220,1.530,2.598,4.336,0.515,742.400,Sun-dried adobe bricks with 10cm straw-clay exterior jacket insulation and direct solar-gain south windows,27.040
LAD-061,33.483,76.662,2025-06-10,6,Summer,14,16.350,1.850,2.511,4.623,0.643,670.100,Sun-dried adobe bricks with 10cm straw-clay exterior jacket insulation and direct solar-gain south windows,28.050
LAD-061,33.483,76.662,2025-06-10,6,Summer,15,15.730,3.000,2.163,4.072,0.419,456.200,High-thermal-mass adobe walls with deep window overhangs for shading; active night-purge cross ventilation,21.180
LAD-061,33.483,76.662,2025-06-10,6,Summer,16,14.800,6.730,2.304,4.204,0.493,382.900,Rammed earth thermal mass with adjustable cross-ventilation flaps and external fabric solar shading,21.070
LAD-061,33.483,76.662,2025-06-10,6,Summer,17,13.070,3.900,2.828,4.373,0.570,186.800,High-thermal-mass adobe walls with deep window overhangs for shading; active night-purge cross ventilation,20.750
LAD-061,33.483,76.662,2025-06-10,6,Summer,18,12.770,3.730,1.986,5.672,0.393,11.200,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,20.450
LAD-061,33.483,76.662,2025-06-10,6,Summer,19,9.140,3.830,2.115,5.318,0.305,0.000,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,19.930
LAD-061,33.483,76.662,2025-06-10,6,Summer,20,7.970,3.680,2.263,5.112,0.420,0.000,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,19.810
LAD-061,33.483,76.662,2025-06-10,6,Summer,21,3.390,4.290,2.398,4.208,0.422,0.000,High-thermal-mass adobe walls with deep window overhangs for shading; active night-purge cross ventilation,18.810
LAD-061,33.483,76.662,2025-06-10,6,Summer,22,3.330,2.940,2.232,6.226,0.398,0.000,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,19.990
LAD-061,33.483,76.662,2025-06-10,6,Summer,23,1.050,3.730,2.617,6.499,0.382,0.000,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,20.300
LAD-062,33.096,75.670,2025-06-11,6,Summer,0,0.490,3.000,1.975,4.875,0.595,0.000,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,18.590
LAD-062,33.096,75.670,2025-06-11,6,Summer,1,-2.090,1.550,2.766,4.335,0.435,0.000,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,18.690
LAD-062,33.096,75.670,2025-06-11,6,Summer,2,-1.520,1.540,2.436,5.105,0.332,0.000,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,18.980
LAD-062,33.096,75.670,2025-06-11,6,Summer,3,-0.770,2.080,2.569,5.005,0.313,0.000,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,19.110
LAD-062,33.096,75.670,2025-06-11,6,Summer,4,-0.910,1.770,2.315,4.703,0.353,0.000,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,18.650
LAD-062,33.096,75.670,2025-06-11,6,Summer,5,0.210,2.490,2.335,4.899,0.282,11.900,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,18.970
LAD-062,33.096,75.670,2025-06-11,6,Summer,6,2.200,3.390,2.490,2.610,0.284,8.800,High-thermal-mass adobe walls with deep window overhangs for shading; active night-purge cross ventilation,17.830
LAD-062,33.096,75.670,2025-06-11,6,Summer,7,4.440,2.360,2.310,3.714,0.521,182.500,Rammed earth thermal mass with adjustable cross-ventilation flaps and external fabric solar shading,19.550
LAD-062,33.096,75.670,2025-06-11,6,Summer,8,6.050,1.830,1.658,3.992,0.351,287.700,Rammed earth thermal mass with adjustable cross-ventilation flaps and external fabric solar shading,19.480
LAD-062,33.096,75.670,2025-06-11,6,Summer,9,9.620,3.870,2.258,3.661,0.493,468.600,Rammed earth thermal mass with adjustable cross-ventilation flaps and external fabric solar shading,21.330
LAD-062,33.096,75.670,2025-06-11,6,Summer,10,11.990,2.310,2.352,5.651,0.435,506.300,Sun-dried adobe bricks with 10cm straw-clay exterior jacket insulation and direct solar-gain south windows,24.330
LAD-062,33.096,75.670,2025-06-11,6,Summer,11,13.290,1.940,2.222,2.959,0.222,545.300,High-thermal-mass adobe walls with deep window overhangs for shading; active night-purge cross ventilation,20.170
LAD-062,33.096,75.670,2025-06-11,6,Summer,12,14.780,2.610,2.672,3.396,0.263,574.400,High-thermal-mass adobe walls with deep window overhangs for shading; active night-purge cross ventilation,20.890
LAD-062,33.096,75.670,2025-06-11,6,Summer,13,15.850,2.340,1.852,4.959,0.494,718.200,Sun-dried adobe bricks with 10cm straw-clay exterior jacket insulation and direct solar-gain south windows,26.480
LAD-062,33.096,75.670,2025-06-11,6,Summer,14,15.990,2.280,1.978,2.442,0.448,589.000,Rammed earth thermal mass with adjustable cross-ventilation flaps and external fabric solar shading,21.690
LAD-062,33.096,75.670,2025-06-11,6,Summer,15,15.330,2.630,2.140,4.068,0.312,503.100,High-thermal-mass adobe walls with deep window overhangs for shading; active night-purge cross ventilation,20.940
LAD-062,33.096,75.670,2025-06-11,6,Summer,16,15.260,2.900,2.534,5.495,0.592,349.800,Sun-dried adobe bricks with 10cm straw-clay exterior jacket insulation and direct solar-gain south windows,24.440
LAD-062,33.096,75.670,2025-06-11,6,Summer,17,12.900,3.490,2.067,6.157,0.247,170.100,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,21.100
LAD-062,33.096,75.670,2025-06-11,6,Summer,18,11.070,4.240,2.774,3.571,0.357,11.500,High-thermal-mass adobe walls with deep window overhangs for shading; active night-purge cross ventilation,19.750
LAD-062,33.096,75.670,2025-06-11,6,Summer,19,8.170,3.580,2.344,3.960,0.278,0.000,Rammed earth thermal mass with adjustable cross-ventilation flaps and external fabric solar shading,19.270
LAD-062,33.096,75.670,2025-06-11,6,Summer,20,6.600,3.840,2.611,5.657,0.295,0.000,Super-insulated Rammed Earth (straw/clay cavity) + unvented Trombe wall & insulated thermal shutter,20.220
